step,timestamp,appliance,state,reason
2853,1900-01-01 07:55:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2854,1900-01-01 07:55:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2855,1900-01-01 07:55:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2856,1900-01-01 07:56:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2857,1900-01-01 07:56:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2858,1900-01-01 07:56:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2859,1900-01-01 07:56:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2860,1900-01-01 07:56:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2861,1900-01-01 07:56:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2862,1900-01-01 07:57:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2863,1900-01-01 07:57:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2864,1900-01-01 07:57:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2865,1900-01-01 07:57:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2866,1900-01-01 07:57:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2867,1900-01-01 07:57:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2868,1900-01-01 07:58:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2869,1900-01-01 07:58:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2870,1900-01-01 07:58:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2871,1900-01-01 07:58:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2872,1900-01-01 07:58:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2873,1900-01-01 07:58:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2874,1900-01-01 07:59:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2875,1900-01-01 07:59:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2876,1900-01-01 07:59:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2877,1900-01-01 07:59:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2878,1900-01-01 07:59:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2879,1900-01-01 07:59:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2880,1900-01-01 08:00:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2881,1900-01-01 08:00:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2882,1900-01-01 08:00:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2883,1900-01-01 08:00:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2884,1900-01-01 08:00:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2885,1900-01-01 08:00:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2886,1900-01-01 08:01:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2887,1900-01-01 08:01:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2888,1900-01-01 08:01:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2889,1900-01-01 08:01:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2890,1900-01-01 08:01:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2891,1900-01-01 08:01:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2892,1900-01-01 08:02:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2893,1900-01-01 08:02:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2894,1900-01-01 08:02:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2895,1900-01-01 08:02:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2896,1900-01-01 08:02:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2897,1900-01-01 08:02:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2898,1900-01-01 08:03:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2899,1900-01-01 08:03:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2900,1900-01-01 08:03:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2901,1900-01-01 08:03:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2902,1900-01-01 08:03:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2903,1900-01-01 08:03:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2904,1900-01-01 08:04:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2905,1900-01-01 08:04:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2906,1900-01-01 08:04:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2907,1900-01-01 08:04:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2908,1900-01-01 08:04:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2909,1900-01-01 08:04:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2910,1900-01-01 08:05:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2911,1900-01-01 08:05:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2912,1900-01-01 08:05:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2913,1900-01-01 08:05:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2914,1900-01-01 08:05:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2915,1900-01-01 08:05:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2916,1900-01-01 08:06:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2917,1900-01-01 08:06:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2918,1900-01-01 08:06:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2919,1900-01-01 08:06:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2920,1900-01-01 08:06:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2921,1900-01-01 08:06:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2922,1900-01-01 08:07:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking orders) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
2970,1900-01-01 08:15:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (preparing drinks) @ the Ville:Hobbs Cafe:cafe:kitchen sink
2971,1900-01-01 08:15:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
2972,1900-01-01 08:15:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3060,1900-01-01 08:30:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3061,1900-01-01 08:30:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3062,1900-01-01 08:30:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3063,1900-01-01 08:30:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3064,1900-01-01 08:30:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3065,1900-01-01 08:30:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3066,1900-01-01 08:31:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (serving food) @ the Ville:Hobbs Cafe:cafe:cafe customer seating
3240,1900-01-01 09:00:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking payments) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3241,1900-01-01 09:00:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking payments) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3242,1900-01-01 09:00:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking payments) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3243,1900-01-01 09:00:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking payments) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3244,1900-01-01 09:00:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (taking payments) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3270,1900-01-01 09:05:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3271,1900-01-01 09:05:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3272,1900-01-01 09:05:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3273,1900-01-01 09:05:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3274,1900-01-01 09:05:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3275,1900-01-01 09:05:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3276,1900-01-01 09:06:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3277,1900-01-01 09:06:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3278,1900-01-01 09:06:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3279,1900-01-01 09:06:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3280,1900-01-01 09:06:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3281,1900-01-01 09:06:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3282,1900-01-01 09:07:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3283,1900-01-01 09:07:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3284,1900-01-01 09:07:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3285,1900-01-01 09:07:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3300,1900-01-01 09:10:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3301,1900-01-01 09:10:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3302,1900-01-01 09:10:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3303,1900-01-01 09:10:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3304,1900-01-01 09:10:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3305,1900-01-01 09:10:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3306,1900-01-01 09:11:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3307,1900-01-01 09:11:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3308,1900-01-01 09:11:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3309,1900-01-01 09:11:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3310,1900-01-01 09:11:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3311,1900-01-01 09:11:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3312,1900-01-01 09:12:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3313,1900-01-01 09:12:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3314,1900-01-01 09:12:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3315,1900-01-01 09:12:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3316,1900-01-01 09:12:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3317,1900-01-01 09:12:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3318,1900-01-01 09:13:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3319,1900-01-01 09:13:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3320,1900-01-01 09:13:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3321,1900-01-01 09:13:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3322,1900-01-01 09:13:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3323,1900-01-01 09:13:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3324,1900-01-01 09:14:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3325,1900-01-01 09:14:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3326,1900-01-01 09:14:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3327,1900-01-01 09:14:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3328,1900-01-01 09:14:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3329,1900-01-01 09:14:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3330,1900-01-01 09:15:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3331,1900-01-01 09:15:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3332,1900-01-01 09:15:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3333,1900-01-01 09:15:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3334,1900-01-01 09:15:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3335,1900-01-01 09:15:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3336,1900-01-01 09:16:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3337,1900-01-01 09:16:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3338,1900-01-01 09:16:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3339,1900-01-01 09:16:30,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3340,1900-01-01 09:16:40,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3341,1900-01-01 09:16:50,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3342,1900-01-01 09:17:00,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3343,1900-01-01 09:17:10,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3344,1900-01-01 09:17:20,lightings in the Hobbs Cafe,True,The reason for the state of lightings in the Hobbs Cafe is that the lights are on.
3360,1900-01-01 09:20:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3361,1900-01-01 09:20:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3362,1900-01-01 09:20:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3363,1900-01-01 09:20:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3364,1900-01-01 09:20:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3365,1900-01-01 09:20:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3366,1900-01-01 09:21:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3367,1900-01-01 09:21:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3368,1900-01-01 09:21:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3369,1900-01-01 09:21:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3370,1900-01-01 09:21:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3371,1900-01-01 09:21:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3372,1900-01-01 09:22:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3373,1900-01-01 09:22:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3374,1900-01-01 09:22:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3375,1900-01-01 09:22:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3376,1900-01-01 09:22:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3377,1900-01-01 09:22:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3378,1900-01-01 09:23:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3379,1900-01-01 09:23:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3380,1900-01-01 09:23:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3381,1900-01-01 09:23:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3382,1900-01-01 09:23:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3383,1900-01-01 09:23:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3384,1900-01-01 09:24:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3385,1900-01-01 09:24:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3386,1900-01-01 09:24:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3387,1900-01-01 09:24:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3388,1900-01-01 09:24:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3389,1900-01-01 09:24:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3390,1900-01-01 09:25:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3391,1900-01-01 09:25:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3392,1900-01-01 09:25:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3393,1900-01-01 09:25:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3394,1900-01-01 09:25:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3395,1900-01-01 09:25:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3396,1900-01-01 09:26:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3397,1900-01-01 09:26:10,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3398,1900-01-01 09:26:20,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3399,1900-01-01 09:26:30,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3400,1900-01-01 09:26:40,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3401,1900-01-01 09:26:50,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
3402,1900-01-01 09:27:00,lightings in the Hobbs Cafe,True,Isabella Rodriguez is serving customers at the cafe counter (helping customers with questions) @ the Ville:Hobbs Cafe:cafe:behind the cafe counter
